id_cliente,fecha,franja,id_antena,tipo_conexion,id_ap,distancia_m,senal_dbm,usuarios_conectados_antena,usuarios_activos_antena,demanda_mbps_antena,carga_antena_pct,consumo_gb_franja,horas_conexion,sesiones,cortes,minutos_sin_servicio,lluvia,es_fin_de_semana,es_feriado,velocidad_efectiva_mbps,tiene_inalambrico,velocidad_censurada,dia_semana,mes,franja_orden
FBJ-0012,2026-06-26,Noche,A,Antena,AP-01,631,-74.1,14,12,122.7,30.7,2.552,1.64,4,0,0,0,0,0,16.21,1,0,4,2026-06,4
FBJ-0014,2026-06-26,Noche,A,Antena,AP-01,319,-62.5,14,12,122.7,30.7,2.822,1.37,5,0,0,0,0,0,21.57,1,0,4,2026-06,4
FBJ-0015,2026-06-26,Noche,A,Antena,AP-02,894,-83.5,14,12,122.7,30.7,6.788,3.34,1,0,0,0,0,0,18.02,1,0,4,2026-06,4
FBJ-0018,2026-06-26,Noche,A,Cable,,281,,14,12,122.7,30.7,7.903,2.71,4,1,20,0,0,0,30.37,0,0,4,2026-06,4
FBJ-0020,2026-06-26,Noche,A,Antena,AP-01,244,-60.1,14,12,122.7,30.7,10.577,3.36,8,0,0,0,0,0,20.11,1,0,4,2026-06,4
FBJ-0021,2026-06-26,Noche,A,Cable,,163,,14,12,122.7,30.7,11.354,3.14,2,0,0,0,0,0,29.0,0,0,4,2026-06,4
FBJ-0023,2026-06-26,Noche,A,Antena,AP-01,872,-78.5,14,12,122.7,30.7,2.501,1.99,1,2,8,0,0,0,13.05,1,0,4,2026-06,4
FBJ-0024,2026-06-26,Noche,A,Antena,AP-02,169,-58.3,14,12,122.7,30.7,4.19,1.85,5,0,0,0,0,0,25.21,1,0,4,2026-06,4
FBJ-0025,2026-06-26,Noche,A,Antena,AP-01,575,-73.2,14,12,122.7,30.7,3.999,2.09,2,0,0,0,0,0,18.23,1,0,4,2026-06,4
FBJ-0026,2026-06-26,Noche,A,Antena,AP-02,283,-64.0,14,12,122.7,30.7,5.284,2.42,6,0,0,0,0,0,17.84,1,0,4,2026-06,4
FBJ-0030,2026-06-26,Noche,A,Antena,AP-02,116,-54.6,14,12,122.7,30.7,7.505,2.83,2,0,0,0,0,0,21.79,1,0,4,2026-06,4
FBJ-0031,2026-06-26,Noche,B,Cable,,202,,17,14,142.6,35.6,5.057,2.29,2,0,0,0,0,0,28.12,0,0,4,2026-06,4
FBJ-0032,2026-06-26,Noche,B,Cable,,302,,17,14,142.6,35.6,9.126,2.51,8,0,0,0,0,0,26.59,0,0,4,2026-06,4
FBJ-0033,2026-06-26,Noche,B,Antena,AP-01,719,-77.6,17,14,142.6,35.6,3.702,2.22,1,2,64,0,0,0,12.71,1,0,4,2026-06,4
FBJ-0034,2026-06-26,Noche,B,Antena,AP-02,604,-72.2,17,14,142.6,35.6,2.448,1.07,7,0,0,0,0,0,14.61,1,0,4,2026-06,4
FBJ-0037,2026-06-26,Noche,B,Cable,,205,,17,14,142.6,35.6,7.256,3.21,7,0,0,0,0,0,18.5,0,0,4,2026-06,4
FBJ-0041,2026-06-26,Noche,B,Antena,AP-02,509,-69.1,17,14,142.6,35.6,4.306,2.77,3,1,14,0,0,0,13.13,1,0,4,2026-06,4
FBJ-0042,2026-06-26,Noche,B,Antena,AP-01,176,-53.0,17,14,142.6,35.6,7.384,2.15,4,0,0,0,0,0,30.8,1,0,4,2026-06,4
FBJ-0043,2026-06-26,Noche,B,Cable,,318,,17,14,142.6,35.6,8.222,2.1,1,0,0,0,0,0,27.04,0,0,4,2026-06,4
FBJ-0046,2026-06-26,Noche,B,Antena,AP-01,177,-50.9,17,14,142.6,35.6,7.05,1.71,8,0,0,0,0,0,27.87,1,0,4,2026-06,4
FBJ-0047,2026-06-26,Noche,B,Antena,AP-02,453,-71.2,17,14,142.6,35.6,6.133,2.48,8,0,0,0,0,0,19.51,1,0,4,2026-06,4
FBJ-0050,2026-06-26,Noche,B,Antena,AP-02,277,-61.0,17,14,142.6,35.6,4.659,2.26,8,1,29,0,0,0,21.17,1,0,4,2026-06,4
FBJ-0051,2026-06-26,Noche,B,Cable,,42,,17,14,142.6,35.6,8.115,2.03,8,0,0,0,0,0,28.15,0,0,4,2026-06,4
FBJ-0053,2026-06-26,Noche,B,Antena,AP-01,245,-55.9,17,14,142.6,35.6,8.121,1.92,3,0,0,0,0,0,26.49,1,0,4,2026-06,4
FBJ-0054,2026-06-26,Noche,B,Antena,AP-02,302,-59.5,17,14,142.6,35.6,3.973,1.55,6,0,0,0,0,0,18.52,1,0,4,2026-06,4
FBJ-0056,2026-06-26,Noche,B,Antena,AP-02,549,-70.0,17,14,142.6,35.6,4.389,2.92,4,1,17,0,0,0,9.42,1,0,4,2026-06,4
FBJ-0057,2026-06-26,Noche,B,Antena,AP-01,851,-81.4,17,14,142.6,35.6,4.594,2.23,7,0,0,0,0,0,15.17,1,0,4,2026-06,4
FBJ-0058,2026-06-26,Noche,B,Antena,AP-02,308,-59.0,17,14,142.6,35.6,7.803,2.98,3,0,0,0,0,0,24.35,1,0,4,2026-06,4
FBJ-0059,2026-06-26,Noche,B,Cable,,107,,17,14,142.6,35.6,5.825,2.06,8,0,0,0,0,0,29.89,0,0,4,2026-06,4
FBJ-0019,2026-06-27,Madrugada,A,Cable,,81,,4,3,17.6,4.4,0.705,0.2,7,0,0,0,1,0,35.0,0,1,5,2026-06,1
FBJ-0024,2026-06-27,Madrugada,A,Antena,AP-02,169,-58.3,4,3,17.6,4.4,6.623,1.85,8,0,0,0,1,0,28.26,1,0,5,2026-06,1
FBJ-0041,2026-06-27,Madrugada,B,Antena,AP-02,509,-69.1,1,1,3.4,0.9,0.495,0.2,4,0,0,0,1,0,17.16,1,0,5,2026-06,1
FBJ-0051,2026-06-27,Madrugada,B,Cable,,42,,1,1,3.4,0.9,2.712,1.03,6,2,62,0,1,0,21.81,0,0,5,2026-06,1
FBJ-0003,2026-06-27,Mañana,A,Antena,AP-02,392,-66.0,14,9,112.8,28.2,0.517,0.2,2,0,0,0,1,0,24.61,1,0,5,2026-06,2
FBJ-0005,2026-06-27,Mañana,A,Cable,,179,,14,9,112.8,28.2,11.371,2.4,6,0,0,0,1,0,35.0,0,1,5,2026-06,2
FBJ-0009,2026-06-27,Mañana,A,Antena,AP-02,565,-72.0,14,9,112.8,28.2,5.57,2.58,6,0,0,0,1,0,18.01,1,0,5,2026-06,2
FBJ-0010,2026-06-27,Mañana,A,Antena,AP-01,482,-67.3,14,9,112.8,28.2,2.624,1.49,1,0,0,0,1,0,17.38,1,0,5,2026-06,2
FBJ-0011,2026-06-27,Mañana,A,Antena,AP-02,440,-67.1,14,9,112.8,28.2,4.791,2.21,3,0,0,0,1,0,19.25,1,0,5,2026-06,2
FBJ-0014,2026-06-27,Mañana,A,Antena,AP-01,319,-62.5,14,9,112.8,28.2,4.107,1.62,3,0,0,0,1,0,24.41,1,0,5,2026-06,2
FBJ-0019,2026-06-27,Mañana,A,Cable,,81,,14,9,112.8,28.2,4.46,1.26,3,0,0,0,1,0,35.0,0,1,5,2026-06,2
FBJ-0021,2026-06-27,Mañana,A,Cable,,163,,14,9,112.8,28.2,4.242,0.91,8,0,0,0,1,0,35.0,0,1,5,2026-06,2
FBJ-0023,2026-06-27,Mañana,A,Antena,AP-01,872,-78.5,14,9,112.8,28.2,0.638,0.36,3,0,0,0,1,0,17.42,1,0,5,2026-06,2
FBJ-0025,2026-06-27,Mañana,A,Antena,AP-01,575,-73.2,14,9,112.8,28.2,1.744,1.08,5,1,27,0,1,0,14.49,1,0,5,2026-06,2
FBJ-0026,2026-06-27,Mañana,A,Antena,AP-02,283,-64.0,14,9,112.8,28.2,3.567,1.35,8,0,0,0,1,0,20.88,1,0,5,2026-06,2
FBJ-0032,2026-06-27,Mañana,B,Cable,,302,,17,10,57.0,14.3,5.369,1.24,8,0,0,0,1,0,32.15,0,0,5,2026-06,2
FBJ-0042,2026-06-27,Mañana,B,Antena,AP-01,176,-53.0,17,10,57.0,14.3,8.072,2.18,8,0,0,0,1,0,26.45,1,0,5,2026-06,2
FBJ-0043,2026-06-27,Mañana,B,Cable,,318,,17,10,57.0,14.3,6.714,1.72,6,0,0,0,1,0,24.79,0,0,5,2026-06,2
FBJ-0044,2026-06-27,Mañana,B,Cable,,86,,17,10,57.0,14.3,7.825,1.91,4,0,0,0,1,0,35.0,0,1,5,2026-06,2
FBJ-0048,2026-06-27,Mañana,B,Antena,AP-01,721,-80.9,17,10,57.0,14.3,3.491,2.38,1,1,21,0,1,0,16.43,1,0,5,2026-06,2
FBJ-0052,2026-06-27,Mañana,B,Cable,,288,,17,10,57.0,14.3,5.251,1.38,2,0,0,0,1,0,32.2,0,0,5,2026-06,2
FBJ-0053,2026-06-27,Mañana,B,Antena,AP-01,245,-55.9,17,10,57.0,14.3,5.066,1.36,5,1,31,0,1,0,24.33,1,0,5,2026-06,2
FBJ-0054,2026-06-27,Mañana,B,Antena,AP-02,302,-59.5,17,10,57.0,14.3,5.001,2.24,3,0,0,0,1,0,19.78,1,0,5,2026-06,2
FBJ-0057,2026-06-27,Mañana,B,Antena,AP-01,851,-81.4,17,10,57.0,14.3,3.406,1.77,4,0,0,0,1,0,17.54,1,0,5,2026-06,2
FBJ-0058,2026-06-27,Mañana,B,Antena,AP-02,308,-59.0,17,10,57.0,14.3,4.801,2.12,2,0,0,0,1,0,19.52,1,0,5,2026-06,2
FBJ-0059,2026-06-27,Mañana,B,Cable,,107,,17,10,57.0,14.3,5.856,1.59,8,1,30,0,1,0,35.0,0,1,5,2026-06,2
FBJ-0001,2026-06-27,Tarde,A,Antena,AP-01,625,-74.5,15,11,170.0,42.5,2.113,1.12,1,0,0,0,1,0,16.8,1,0,5,2026-06,3
FBJ-0004,2026-06-27,Tarde,A,Cable,,322,,15,11,170.0,42.5,8.191,1.78,8,0,0,0,1,0,35.0,0,1,5,2026-06,3
FBJ-0007,2026-06-27,Tarde,A,Antena,AP-02,594,-68.6,15,11,170.0,42.5,1.404,0.73,8,0,0,0,1,0,15.99,1,0,5,2026-06,3
FBJ-0009,2026-06-27,Tarde,A,Antena,AP-02,565,-72.0,15,11,170.0,42.5,2.958,1.21,7,0,0,0,1,0,20.11,1,0,5,2026-06,3
FBJ-0011,2026-06-27,Tarde,A,Antena,AP-02,440,-67.1,15,11,170.0,42.5,1.887,0.99,7,0,0,0,1,0,15.8,1,0,5,2026-06,3
FBJ-0013,2026-06-27,Tarde,A,Antena,AP-02,111,-56.0,15,11,170.0,42.5,0.492,0.2,2,0,0,0,1,0,28.44,1,0,5,2026-06,3
FBJ-0014,2026-06-27,Tarde,A,Antena,AP-01,319,-62.5,15,11,170.0,42.5,6.406,2.08,2,0,0,0,1,0,19.66,1,0,5,2026-06,3
FBJ-0015,2026-06-27,Tarde,A,Antena,AP-02,894,-83.5,15,11,170.0,42.5,3.88,1.6,6,0,0,0,1,0,19.26,1,0,5,2026-06,3
FBJ-0018,2026-06-27,Tarde,A,Cable,,281,,15,11,170.0,42.5,2.371,0.57,6,1,24,0,1,0,34.74,0,0,5,2026-06,3
FBJ-0019,2026-06-27,Tarde,A,Cable,,81,,15,11,170.0,42.5,4.957,1.09,4,0,0,0,1,0,35.0,0,1,5,2026-06,3
FBJ-0023,2026-06-27,Tarde,A,Antena,AP-01,872,-78.5,15,11,170.0,42.5,0.312,0.2,6,0,0,0,1,0,16.65,1,0,5,2026-06,3
FBJ-0024,2026-06-27,Tarde,A,Antena,AP-02,169,-58.3,15,11,170.0,42.5,3.365,1.53,3,0,0,0,1,0,22.14,1,0,5,2026-06,3
FBJ-0026,2026-06-27,Tarde,A,Antena,AP-02,283,-64.0,15,11,170.0,42.5,3.552,1.58,1,1,37,0,1,0,20.91,1,0,5,2026-06,3
FBJ-0027,2026-06-27,Tarde,A,Cable,,85,,15,11,170.0,42.5,5.814,1.41,1,0,0,0,1,0,34.19,0,0,5,2026-06,3
FBJ-0029,2026-06-27,Tarde,A,Cable,,251,,15,11,170.0,42.5,1.366,0.42,5,0,0,0,1,0,35.0,0,1,5,2026-06,3
FBJ-0030,2026-06-27,Tarde,A,Antena,AP-02,116,-54.6,15,11,170.0,42.5,4.999,1.21,1,0,0,0,1,0,31.78,1,0,5,2026-06,3
FBJ-0031,2026-06-27,Tarde,B,Cable,,202,,13,10,58.3,14.6,0.697,0.2,2,0,0,0,1,0,32.84,0,0,5,2026-06,3
FBJ-0033,2026-06-27,Tarde,B,Antena,AP-01,719,-77.6,13,10,58.3,14.6,1.254,0.62,4,0,0,0,1,0,19.62,1,0,5,2026-06,3
FBJ-0034,2026-06-27,Tarde,B,Antena,AP-02,604,-72.2,13,10,58.3,14.6,3.84,1.78,1,0,0,0,1,0,20.24,1,0,5,2026-06,3
FBJ-0035,2026-06-27,Tarde,B,Cable,,154,,13,10,58.3,14.6,1.334,0.39,4,0,0,0,1,0,33.21,0,0,5,2026-06,3
FBJ-0037,2026-06-27,Tarde,B,Cable,,205,,13,10,58.3,14.6,5.958,1.43,2,0,0,0,1,0,35.0,0,1,5,2026-06,3
FBJ-0039,2026-06-27,Tarde,B,Cable,,288,,13,10,58.3,14.6,5.249,1.11,4,0,0,0,1,0,35.0,0,1,5,2026-06,3
FBJ-0043,2026-06-27,Tarde,B,Cable,,318,,13,10,58.3,14.6,10.312,2.39,7,0,0,0,1,0,35.0,0,1,5,2026-06,3
FBJ-0045,2026-06-27,Tarde,B,Antena,AP-02,848,-81.7,13,10,58.3,14.6,3.362,1.25,4,0,0,0,1,0,19.97,1,0,5,2026-06,3
FBJ-0046,2026-06-27,Tarde,B,Antena,AP-01,177,-50.9,13,10,58.3,14.6,4.259,1.47,7,0,0,0,1,0,26.48,1,0,5,2026-06,3
FBJ-0047,2026-06-27,Tarde,B,Antena,AP-02,453,-71.2,13,10,58.3,14.6,0.772,0.38,2,0,0,0,1,0,17.9,1,0,5,2026-06,3
FBJ-0049,2026-06-27,Tarde,B,Cable,,350,,13,10,58.3,14.6,12.166,2.49,5,0,0,0,1,0,30.45,0,0,5,2026-06,3
FBJ-0050,2026-06-27,Tarde,B,Antena,AP-02,277,-61.0,13,10,58.3,14.6,4.156,1.75,5,0,0,0,1,0,24.77,1,0,5,2026-06,3
FBJ-0053,2026-06-27,Tarde,B,Antena,AP-01,245,-55.9,13,10,58.3,14.6,8.648,2.07,7,1,23,0,1,0,35.0,1,1,5,2026-06,3
FBJ-0054,2026-06-27,Tarde,B,Antena,AP-02,302,-59.5,13,10,58.3,14.6,1.34,0.51,5,0,0,0,1,0,24.67,1,0,5,2026-06,3
FBJ-0056,2026-06-27,Tarde,B,Antena,AP-02,549,-70.0,13,10,58.3,14.6,7.618,3.12,8,0,0,0,1,0,18.97,1,0,5,2026-06,3
FBJ-0059,2026-06-27,Tarde,B,Cable,,107,,13,10,58.3,14.6,4.25,1.69,3,0,0,0,1,0,23.16,0,0,5,2026-06,3
FBJ-0060,2026-06-27,Tarde,B,Cable,,110,,13,10,58.3,14.6,6.785,1.25,3,0,0,0,1,0,35.0,0,1,5,2026-06,3
FBJ-0003,2026-06-27,Noche,A,Antena,AP-02,392,-66.0,19,12,116.8,29.2,8.36,3.0,2,0,0,0,1,0,16.89,1,0,5,2026-06,4
FBJ-0004,2026-06-27,Noche,A,Cable,,322,,19,12,116.8,29.2,6.265,1.38,1,0,0,0,1,0,34.31,0,0,5,2026-06,4
FBJ-0007,2026-06-27,Noche,A,Antena,AP-02,594,-68.6,19,12,116.8,29.2,4.285,2.37,5,0,0,0,1,0,17.12,1,0,5,2026-06,4
FBJ-0009,2026-06-27,Noche,A,Antena,AP-02,565,-72.0,19,12,116.8,29.2,7.31,3.75,4,0,0,0,1,0,14.39,1,0,5,2026-06,4
FBJ-0012,2026-06-27,Noche,A,Antena,AP-01,631,-74.1,19,12,116.8,29.2,4.036,2.94,8,0,0,0,1,0,13.39,1,0,5,2026-06,4
FBJ-0014,2026-06-27,Noche,A,Antena,AP-01,319,-62.5,19,12,116.8,29.2,8.53,2.77,5,0,0,0,1,0,19.99,1,0,5,2026-06,4
FBJ-0018,2026-06-27,Noche,A,Cable,,281,,19,12,116.8,29.2,11.069,2.32,1,0,0,0,1,0,35.0,0,1,5,2026-06,4
FBJ-0019,2026-06-27,Noche,A,Cable,,81,,19,12,116.8,29.2,8.076,2.12,6,0,0,0,1,0,34.46,0,0,5,2026-06,4
FBJ-0020,2026-06-27,Noche,A,Antena,AP-01,244,-60.1,19,12,116.8,29.2,8.457,3.48,3,0,0,0,1,0,21.01,1,0,5,2026-06,4
FBJ-0021,2026-06-27,Noche,A,Cable,,163,,19,12,116.8,29.2,14.996,3.69,5,0,0,0,1,0,33.95,0,0,5,2026-06,4
FBJ-0022,2026-06-27,Noche,A,Antena,AP-02,838,-82.4,19,12,116.8,29.2,5.099,2.3,7,1,3,0,1,0,16.13,1,0,5,2026-06,4
FBJ-0023,2026-06-27,Noche,A,Antena,AP-01,872,-78.5,19,12,116.8,29.2,3.542,2.58,7,0,0,0,1,0,14.3,1,0,5,2026-06,4
FBJ-0024,2026-06-27,Noche,A,Antena,AP-02,169,-58.3,19,12,116.8,29.2,3.282,1.45,2,0,0,0,1,0,20.61,1,0,5,2026-06,4
FBJ-0025,2026-06-27,Noche,A,Antena,AP-01,575,-73.2,19,12,116.8,29.2,2.113,1.78,8,0,0,0,1,0,13.57,1,0,5,2026-06,4
FBJ-0026,2026-06-27,Noche,A,Antena,AP-02,283,-64.0,19,12,116.8,29.2,4.79,2.93,8,0,0,0,1,0,17.48,1,0,5,2026-06,4
FBJ-0027,2026-06-27,Noche,A,Cable,,85,,19,12,116.8,29.2,13.877,2.71,8,0,0,0,1,0,35.0,0,1,5,2026-06,4
FBJ-0029,2026-06-27,Noche,A,Cable,,251,,19,12,116.8,29.2,4.072,1.07,8,0,0,0,1,0,35.0,0,1,5,2026-06,4
FBJ-0030,2026-06-27,Noche,A,Antena,AP-02,116,-54.6,19,12,116.8,29.2,9.327,3.11,7,0,0,0,1,0,25.54,1,0,5,2026-06,4
FBJ-0031,2026-06-27,Noche,B,Cable,,202,,23,18,139.5,34.9,2.885,1.0,3,0,0,0,1,0,29.36,0,0,5,2026-06,4
FBJ-0033,2026-06-27,Noche,B,Antena,AP-01,719,-77.6,23,18,139.5,34.9,2.3,1.96,6,0,0,0,1,0,10.6,1,0,5,2026-06,4
FBJ-0034,2026-06-27,Noche,B,Antena,AP-02,604,-72.2,23,18,139.5,34.9,3.277,2.38,5,0,0,0,1,0,8.88,1,0,5,2026-06,4
FBJ-0035,2026-06-27,Noche,B,Cable,,154,,23,18,139.5,34.9,6.667,2.7,2,0,0,0,1,0,25.33,0,0,5,2026-06,4
FBJ-0036,2026-06-27,Noche,B,Antena,AP-01,831,-77.3,23,18,139.5,34.9,1.879,1.13,8,0,0,0,1,0,16.06,1,0,5,2026-06,4
FBJ-0037,2026-06-27,Noche,B,Cable,,205,,23,18,139.5,34.9,8.818,3.47,8,0,0,0,1,0,19.52,0,0,5,2026-06,4
FBJ-0039,2026-06-27,Noche,B,Cable,,288,,23,18,139.5,34.9,2.945,1.16,3,1,7,0,1,0,26.39,0,0,5,2026-06,4
FBJ-0040,2026-06-27,Noche,B,Antena,AP-01,564,-73.1,23,18,139.5,34.9,4.669,3.07,2,0,0,0,1,0,13.23,1,0,5,2026-06,4
FBJ-0041,2026-06-27,Noche,B,Antena,AP-02,509,-69.1,23,18,139.5,34.9,2.323,2.09,3,0,0,0,1,0,11.03,1,0,5,2026-06,4
FBJ-0042,2026-06-27,Noche,B,Antena,AP-01,176,-53.0,23,18,139.5,34.9,4.318,1.59,1,0,0,0,1,0,23.33,1,0,5,2026-06,4
FBJ-0044,2026-06-27,Noche,B,Cable,,86,,23,18,139.5,34.9,10.012,3.3,1,0,0,0,1,0,25.37,0,0,5,2026-06,4
FBJ-0046,2026-06-27,Noche,B,Antena,AP-01,177,-50.9,23,18,139.5,34.9,2.232,1.4,2,0,0,0,1,0,15.38,1,0,5,2026-06,4
FBJ-0047,2026-06-27,Noche,B,Antena,AP-02,453,-71.2,23,18,139.5,34.9,2.394,2.39,5,0,0,0,1,0,10.51,1,0,5,2026-06,4
FBJ-0048,2026-06-27,Noche,B,Antena,AP-01,721,-80.9,23,18,139.5,34.9,3.598,2.08,7,1,30,0,1,0,13.25,1,0,5,2026-06,4
FBJ-0049,2026-06-27,Noche,B,Cable,,350,,23,18,139.5,34.9,7.566,3.1,1,0,0,0,1,0,20.89,0,0,5,2026-06,4
FBJ-0050,2026-06-27,Noche,B,Antena,AP-02,277,-61.0,23,18,139.5,34.9,2.535,1.61,3,0,0,0,1,0,14.39,1,0,5,2026-06,4
FBJ-0051,2026-06-27,Noche,B,Cable,,42,,23,18,139.5,34.9,8.233,3.17,2,0,0,0,1,0,21.23,0,0,5,2026-06,4
FBJ-0053,2026-06-27,Noche,B,Antena,AP-01,245,-55.9,23,18,139.5,34.9,7.348,2.86,4,0,0,0,1,0,15.22,1,0,5,2026-06,4
FBJ-0054,2026-06-27,Noche,B,Antena,AP-02,302,-59.5,23,18,139.5,34.9,3.822,2.16,7,0,0,0,1,0,17.28,1,0,5,2026-06,4
FBJ-0056,2026-06-27,Noche,B,Antena,AP-02,549,-70.0,23,18,139.5,34.9,4.438,3.08,8,0,0,0,1,0,11.99,1,0,5,2026-06,4
FBJ-0057,2026-06-27,Noche,B,Antena,AP-01,851,-81.4,23,18,139.5,34.9,2.525,2.29,5,3,21,0,1,0,9.56,1,0,5,2026-06,4
FBJ-0058,2026-06-27,Noche,B,Antena,AP-02,308,-59.0,23,18,139.5,34.9,5.372,3.48,1,0,0,0,1,0,16.69,1,0,5,2026-06,4
FBJ-0059,2026-06-27,Noche,B,Cable,,107,,23,18,139.5,34.9,5.036,1.76,1,0,0,0,1,0,25.54,0,0,5,2026-06,4
FBJ-0060,2026-06-27,Noche,B,Cable,,110,,23,18,139.5,34.9,3.962,1.99,8,0,0,0,1,0,20.88,0,0,5,2026-06,4
FBJ-0003,2026-06-28,Madrugada,A,Antena,AP-02,392,-66.0,1,1,14.6,3.7,3.593,1.28,2,0,0,0,1,0,17.69,1,0,6,2026-06,1
FBJ-0005,2026-06-28,Madrugada,A,Cable,,179,,1,1,14.6,3.7,0.674,0.2,3,0,0,0,1,0,32.21,0,0,6,2026-06,1
FBJ-0012,2026-06-28,Madrugada,A,Antena,AP-01,631,-74.1,1,1,14.6,3.7,2.645,1.34,6,0,0,0,1,0,21.68,1,0,6,2026-06,1
FBJ-0018,2026-06-28,Madrugada,A,Cable,,281,,1,1,14.6,3.7,6.9,1.3,4,0,0,0,1,0,35.0,0,1,6,2026-06,1
FBJ-0027,2026-06-28,Madrugada,A,Cable,,85,,1,1,14.6,3.7,7.955,1.72,5,0,0,0,1,0,34.8,0,0,6,2026-06,1
FBJ-0031,2026-06-28,Madrugada,B,Cable,,202,,3,3,31.1,7.8,2.845,1.29,7,0,0,0,1,0,25.66,0,0,6,2026-06,1
FBJ-0035,2026-06-28,Madrugada,B,Cable,,154,,3,3,31.1,7.8,6.572,2.19,1,0,0,0,1,0,28.98,0,0,6,2026-06,1
FBJ-0043,2026-06-28,Madrugada,B,Cable,,318,,3,3,31.1,7.8,2.965,0.58,3,0,0,0,1,0,35.0,0,1,6,2026-06,1
FBJ-0060,2026-06-28,Madrugada,B,Cable,,110,,3,3,31.1,7.8,3.844,1.02,5,0,0,0,1,0,32.53,0,0,6,2026-06,1
FBJ-0003,2026-06-28,Mañana,A,Antena,AP-02,392,-66.0,10,7,85.6,21.4,2.7,1.13,4,0,0,0,1,0,20.04,1,0,6,2026-06,2
FBJ-0005,2026-06-28,Mañana,A,Cable,,179,,10,7,85.6,21.4,4.554,0.93,2,0,0,0,1,0,35.0,0,1,6,2026-06,2
FBJ-0009,2026-06-28,Mañana,A,Antena,AP-02,565,-72.0,10,7,85.6,21.4,3.218,1.65,8,0,0,0,1,0,17.44,1,0,6,2026-06,2
FBJ-0011,2026-06-28,Mañana,A,Antena,AP-02,440,-67.1,10,7,85.6,21.4,4.572,2.82,1,0,0,0,1,0,15.35,1,0,6,2026-06,2
FBJ-0013,2026-06-28,Mañana,A,Antena,AP-02,111,-56.0,10,7,85.6,21.4,9.353,2.3,6,0,0,0,1,0,35.0,1,1,6,2026-06,2
FBJ-0014,2026-06-28,Mañana,A,Antena,AP-01,319,-62.5,10,7,85.6,21.4,5.105,2.05,1,0,0,0,1,0,19.36,1,0,6,2026-06,2
FBJ-0015,2026-06-28,Mañana,A,Antena,AP-02,894,-83.5,10,7,85.6,21.4,0.32,0.2,8,0,0,0,1,0,14.8,1,0,6,2026-06,2
FBJ-0018,2026-06-28,Mañana,A,Cable,,281,,10,7,85.6,21.4,9.82,1.94,5,0,0,0,1,0,35.0,0,1,6,2026-06,2
FBJ-0019,2026-06-28,Mañana,A,Cable,,81,,10,7,85.6,21.4,4.185,1.3,6,1,5,0,1,0,33.38,0,0,6,2026-06,2
FBJ-0020,2026-06-28,Mañana,A,Antena,AP-01,244,-60.1,10,7,85.6,21.4,2.345,0.9,4,0,0,0,1,0,21.82,1,0,6,2026-06,2
FBJ-0021,2026-06-28,Mañana,A,Cable,,163,,10,7,85.6,21.4,6.312,1.55,7,0,0,0,1,0,34.19,0,0,6,2026-06,2
FBJ-0022,2026-06-28,Mañana,A,Antena,AP-02,838,-82.4,10,7,85.6,21.4,3.252,1.22,6,2,40,0,1,0,20.91,1,0,6,2026-06,2
FBJ-0023,2026-06-28,Mañana,A,Antena,AP-01,872,-78.5,10,7,85.6,21.4,1.411,1.1,2,1,32,0,1,0,15.02,1,0,6,2026-06,2
FBJ-0027,2026-06-28,Mañana,A,Cable,,85,,10,7,85.6,21.4,7.777,1.35,5,0,0,0,1,0,35.0,0,1,6,2026-06,2
FBJ-0029,2026-06-28,Mañana,A,Cable,,251,,10,7,85.6,21.4,5.016,1.1,1,0,0,0,1,0,34.53,0,0,6,2026-06,2
FBJ-0030,2026-06-28,Mañana,A,Antena,AP-02,116,-54.6,10,7,85.6,21.4,5.252,1.63,7,0,0,0,1,0,24.73,1,0,6,2026-06,2
FBJ-0033,2026-06-28,Mañana,B,Antena,AP-01,719,-77.6,12,8,85.9,21.5,6.108,2.41,6,0,0,0,1,0,20.57,1,0,6,2026-06,2
FBJ-0037,2026-06-28,Mañana,B,Cable,,205,,12,8,85.9,21.5,8.901,2.47,6,0,0,0,1,0,30.28,0,0,6,2026-06,2
FBJ-0040,2026-06-28,Mañana,B,Antena,AP-01,564,-73.1,12,8,85.9,21.5,5.136,2.83,3,0,0,0,1,0,18.7,1,0,6,2026-06,2
FBJ-0042,2026-06-28,Mañana,B,Antena,AP-01,176,-53.0,12,8,85.9,21.5,3.36,1.31,6,0,0,0,1,0,23.05,1,0,6,2026-06,2
FBJ-0046,2026-06-28,Mañana,B,Antena,AP-01,177,-50.9,12,8,85.9,21.5,9.727,2.19,4,0,0,0,1,0,34.76,1,0,6,2026-06,2
FBJ-0047,2026-06-28,Mañana,B,Antena,AP-02,453,-71.2,12,8,85.9,21.5,2.376,1.25,3,0,0,0,1,0,20.19,1,0,6,2026-06,2
FBJ-0048,2026-06-28,Mañana,B,Antena,AP-01,721,-80.9,12,8,85.9,21.5,1.285,0.57,8,0,0,0,1,0,16.61,1,0,6,2026-06,2
FBJ-0050,2026-06-28,Mañana,B,Antena,AP-02,277,-61.0,12,8,85.9,21.5,3.144,1.42,5,0,0,0,1,0,22.88,1,0,6,2026-06,2
FBJ-0051,2026-06-28,Mañana,B,Cable,,42,,12,8,85.9,21.5,11.432,2.14,7,1,16,0,1,0,35.0,0,1,6,2026-06,2
FBJ-0052,2026-06-28,Mañana,B,Cable,,288,,12,8,85.9,21.5,3.978,1.3,8,0,0,0,1,0,30.85,0,0,6,2026-06,2
